building_id,mean_temp,std_temp,pct_above_18,pct_below_15
24514,14.143558844774779,6.864681036946739,34.88307839148017,55.90259462989475
2453,14.837075739393859,6.495233479298722,36.192567567567565,51.98536036036035
2454,15.115521587473342,6.679072280062609,38.79045081882577,49.74289077504492
24542,15.575940887471804,6.88499768564541,43.08597765552455,46.89854614055105
24549,16.599793985012,6.48842426004986,49.31386528260994,39.80722066959448
2455,15.34985071649947,6.505200953655652,40.50151590432058,48.13680656249683
2456,15.16785077986144,6.712781464930216,39.02149840048321,49.60850987673654
24561,16.222637758586348,6.904633404926022,47.555251550817275,42.43460622213836
24564,17.788268896480112,5.9692847975646375,57.601713062098504,30.921682081188205
2457,14.965153879853826,6.521353055559673,37.77123529345664,51.105167938330844
2459,14.74548156265712,6.541332927237486,35.775138297981925,51.922779763683
2460,14.555031698856396,6.9907096295906,37.07837468343082,54.147336336538245
2461,12.532383773179514,7.310181710164637,30.104429640668616,62.287442863974555
2462,14.896692483598418,6.9380238721788965,38.79143592974545,52.26757745575931
2463,15.236523918929569,6.751053292057591,39.59798538953673,49.28308906937701
24635,18.15844929158727,6.76581568598617,59.925017642907555,31.92836979534227
2464,15.367531257339696,6.697607716949297,40.1072470625345,48.534928520734056
2465,15.11158768083187,6.75759566962832,39.00070169185703,49.94932225476983
24654,12.486203600344002,6.874788997831529,27.01758003815023,64.33159766974275
2466,15.501196812441563,6.343193993777915,41.30530973451327,46.766592920353986
24679,13.980515738262694,6.1613754804870355,29.076349275998243,57.82141290039491
2469,12.904526942041803,7.164825816121654,28.92240274119484,63.15587049252931
24694,14.060252826584346,6.814260870810198,33.72392616383722,56.770079647995864
24696,17.860207888091473,6.2444637738179285,55.22940456769984,34.356647634584014
2470,10.26120780189405,5.927057151217089,15.206126209120221,78.53638876093966
2471,12.26549787854611,6.335780512192016,23.37987154045771,68.09295116423799
2474,12.762439418649825,6.785912794113183,27.136088686492332,64.28390717357804
2475,11.061788066408322,6.411177429033791,19.68358831710709,73.70074177097821
2476,12.909517166118361,7.079037172718849,29.425427451160758,63.166185652358884
24770,14.339417430259779,7.152184489370522,37.34652391923024,53.993766092966524
2479,11.920155294790643,6.735658088265625,23.504338029477694,69.13553002938477
24794,14.767856487193745,7.149763285096643,39.773634335536954,51.02642297222621
2480,10.451195910148401,6.288292102566516,17.551326412918108,76.15340253748558
2481,11.398259857009851,6.381075243926813,20.750861079219288,71.84156142365097
24812,12.413969207069867,7.183224015910009,28.229754425280458,65.12865660890792
24836,15.598504413733902,7.433561150389281,45.05186870372515,46.96654928378277
2484,12.347595477823369,6.937010355962276,26.074826939550388,66.04658162202209
2485,11.287931046670357,6.5650820492145066,21.29992898471425,71.4495267587925
2486,16.164959020535978,6.421955117902982,44.63942808227102,44.18827938828864
24868,7.2574488779444435,5.065032636831055,8.107749750726606,89.76759233722977
24869,8.226539997299072,5.617344449203707,10.291861552853133,85.36326785157468
2489,12.599851021855342,6.611102227200916,25.60680308020703,65.33963758219815
24890,15.132447703839846,7.279718093480872,41.810143416843395,49.90115380467992
24893,16.688370230420674,6.635722317832204,50.53716608594657,39.515824622531944
2490,11.182759980241327,6.511534262766948,20.304743123788995,73.1165659646186
2491,13.064113562932725,6.032538208462685,25.300712367161044,64.94920004671259
24919,14.906781126256792,6.8659371466230406,38.759222613914844,51.54441925380372
24921,17.35794123871351,7.009528215373931,53.31355420031867,37.93088291852096
24927,18.46450218078252,6.873848713578335,60.91704016170137,31.354908164162055
